"sval.0","sval.0.003","sval.0.005","sval.0.008","sval.0.01","sval.0.013","sval.0.015","sval.0.018","sval.0.02","sval.0.023","sval.0.025","sval.0.028","sval.0.03","sval.0.033","sval.0.035","sval.0.038","sval.0.04","sval.0.043","sval.0.045","sval.0.048","sval.0.05","sval.0.053","sval.0.055","sval.0.058","sval.0.06","sval.0.063","sval.0.065","sval.0.068","sval.0.07","sval.0.073","sval.0.075","sval.0.078","sval.0.08","sval.0.083","sval.0.085","sval.0.088","sval.0.09","sval.0.093","sval.0.095","sval.0.098","sval.0.101","sval.0.103","sval.0.106","sval.0.108","sval.0.111","sval.0.113","sval.0.116","sval.0.118","sval.0.121","sval.0.123","sval.0.126","sval.0.128","sval.0.131","sval.0.133","sval.0.136","sval.0.138","sval.0.141","sval.0.143","sval.0.146","sval.0.148","sval.0.151","sval.0.153","sval.0.156","sval.0.158","sval.0.161","sval.0.163","sval.0.166","sval.0.168","sval.0.171","sval.0.173","sval.0.176","sval.0.178","sval.0.181","sval.0.183","sval.0.186","sval.0.188","sval.0.191","sval.0.193","sval.0.196","sval.0.198","sval.0.201","sval.0.204","sval.0.206","sval.0.209","sval.0.211","sval.0.214","sval.0.216","sval.0.219","sval.0.221","sval.0.224","sval.0.226","sval.0.229","sval.0.231","sval.0.234","sval.0.236","sval.0.239","sval.0.241","sval.0.244","sval.0.246","sval.0.249","sval.0.251","sval.0.254","sval.0.256","sval.0.259","sval.0.261","sval.0.264","sval.0.266","sval.0.269","sval.0.271","sval.0.274","sval.0.276","sval.0.279","sval.0.281","sval.0.284","sval.0.286","sval.0.289","sval.0.291","sval.0.294","sval.0.296","sval.0.299","sval.0.302","sval.0.304","sval.0.307","sval.0.309","sval.0.312","sval.0.314","sval.0.317","sval.0.319","sval.0.322","sval.0.324","sval.0.327","sval.0.329","sval.0.332","sval.0.334","sval.0.337","sval.0.339","sval.0.342","sval.0.344","sval.0.347","sval.0.349","sval.0.352","sval.0.354","sval.0.357","sval.0.359","sval.0.362","sval.0.364","sval.0.367","sval.0.369","sval.0.372","sval.0.374","sval.0.377","sval.0.379","sval.0.382","sval.0.384","sval.0.387","sval.0.389","sval.0.392","sval.0.394","sval.0.397","sval.0.399","sval.0.402","sval.0.405","sval.0.407","sval.0.41","sval.0.412","sval.0.415","sval.0.417","sval.0.42","sval.0.422","sval.0.425","sval.0.427","sval.0.43","sval.0.432","sval.0.435","sval.0.437","sval.0.44","sval.0.442","sval.0.445","sval.0.447","sval.0.45","sval.0.452","sval.0.455","sval.0.457","sval.0.46","sval.0.462","sval.0.465","sval.0.467","sval.0.47","sval.0.472","sval.0.475","sval.0.477","sval.0.48","sval.0.482","sval.0.485","sval.0.487","sval.0.49","sval.0.492","sval.0.495","sval.0.497","sval.0.5"
1.57519291695178e-26,1.89180661561205e-26,2.97154223383816e-26,5.2655815795764e-26,9.7709637281076e-26,1.85513582852971e-25,3.58884209834903e-25,7.08552459416194e-25,1.43212794833396e-24,2.97315247158976e-24,6.35901364075276e-24,1.40471842740607e-23,3.21078222197939e-23,7.60140814311466e-23,1.86412883928131e-22,4.73112614694876e-22,1.24033636016231e-21,3.34952128280063e-21,9.2840721994664e-21,2.6302453422339e-20,7.58207163640774e-20,2.21354367591227e-19,6.51490570729122e-19,1.92475284545463e-18,5.68579807529348e-18,1.67369315128812e-17,4.8953349486322e-17,1.41940268305722e-16,4.07260865900102e-16,1.15485857703011e-15,3.23384956680207e-15,8.93874296481052e-15,2.43896000193153e-14,6.57183299248657e-14,1.75023720006833e-13,4.61364727451997e-13,1.20627915753152e-12,3.13812625209029e-12,8.16112983441821e-12,2.13701078669614e-11,5.69894394331032e-11,1.5777016921873e-10,4.69486733120463e-10,1.61386024286698e-09,7.71645986853598e-09,1.11307074844409e-07,0.995000802862939,0.999990516978322,0.999999608539506,0.999999960823732,0.999999993707246,0.999999998630797,0.999999999630936,0.999999999883188,0.999999999958075,0.999999999983345,0.999999999992803,0.999999999996662,0.999999999998355,0.999999999999145,0.999999999999535,0.999999999999737,0.999999999999845,0.999999999999906,0.999999999999941,0.999999999999962,0.999999999999975,0.999999999999983,0.999999999999989,0.999999999999992,0.999999999999994,0.999999999999996,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9.1996819636461e-27,1.10488173863326e-26,1.73548526190354e-26,3.07528452013856e-26,5.70658448182091e-26,1.0834638010693e-25,2.09600745210471e-25,4.13818764595094e-25,8.36410715592037e-25,1.7364185763172e-24,3.71386676889313e-24,8.20398729435328e-24,1.87519079009321e-23,4.43943095968683e-23,1.08869818868007e-22,2.76308367882512e-22,7.24380009918027e-22,1.95617019831433e-21,5.42198913168358e-21,1.53607279021383e-20,4.42789975333956e-20,1.29268000641953e-19,3.8045422221498e-19,1.12397940761634e-18,3.32017494789429e-18,9.7729919379251e-18,2.85831991248729e-17,8.28711249861367e-17,2.37754607031396e-16,6.74106921174519e-16,1.88730526560102e-15,5.21543154832667e-15,1.42254112210609e-14,3.83112676457549e-14,1.01957177581822e-13,2.68471022218245e-13,7.00820545488796e-13,1.81880755445901e-12,4.71277448185301e-12,1.22704918023983e-11,3.24270148879663e-11,8.84297615415309e-11,2.56252851237651e-10,8.36296067472243e-10,3.53222344549956e-09,3.12810792794079e-08,0.0021246671570311,0.999962941593633,0.999998940489103,0.999999908219028,0.999999986366878,0.999999997175993,0.999999999264048,0.999999999772707,0.999999999919924,0.999999999968647,0.99999999998661,0.999999999993848,0.999999999996992,0.999999999998448,0.99999999999916,0.999999999999527,0.999999999999723,0.999999999999832,0.999999999999896,0.999999999999933,0.999999999999956,0.999999999999971,0.99999999999998,0.999999999999986,0.99999999999999,0.999999999999993,0.999999999999995,0.999999999999996,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.37082711897404e-27,6.45036287503354e-27,1.01318616035726e-26,1.79536831317036e-26,3.33153515287753e-26,6.32531853078393e-26,1.22365953859801e-25,2.41589281070884e-25,4.88299945239035e-25,1.01372695722559e-24,2.16816449499568e-24,4.78949852119892e-24,1.09473616133024e-23,2.59173137336173e-23,6.35577544230477e-23,1.61306947820278e-22,4.22885738681129e-22,1.14198455646287e-21,3.16525421048155e-21,8.96720937670667e-21,2.58486497382021e-20,7.54613245552621e-20,2.22089228827217e-19,6.56104521540474e-19,1.93803868259755e-18,5.70442743599723e-18,1.66829671720893e-17,4.83656018483227e-17,1.38746930208478e-16,3.9334211628498e-16,1.10106073225217e-15,3.04199405997221e-15,8.29450594554528e-15,2.23279581565665e-14,5.93809338334555e-14,1.56206331491694e-13,4.07170494918769e-13,1.05441691704464e-12,2.72315377965385e-12,7.05427104374898e-12,1.84932890948281e-11,4.97749183793902e-11,1.41011501431632e-10,4.40968889999922e-10,1.69383774030045e-09,1.10480212807253e-08,1.19910496125931e-06,0.9998182300679,0.999996959500162,0.999999779175613,0.999999970013162,0.999999994118322,0.999999998522414,0.999999999555506,0.999999999846465,0.999999999940798,0.999999999975022,0.999999999988638,0.99999999999449,0.999999999997176,0.999999999998481,0.999999999999148,0.999999999999504,0.999999999999701,0.999999999999814,0.999999999999882,0.999999999999923,0.999999999999948,0.999999999999965,0.999999999999975,0.999999999999983,0.999999999999987,0.999999999999991,0.999999999999993,0.999999999999995,0.999999999999996,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.1342854386075e-27,3.76427645729413e-27,5.91271003274369e-27,1.0477334851668e-26,1.94420280397182e-26,3.69130060559411e-26,7.14097314824796e-26,1.40985409836447e-25,2.84959276143438e-25,5.91584265071111e-25,1.26528161468159e-24,2.79501528754075e-24,6.38855401860594e-24,1.512452705407e-23,3.70901653135145e-23,9.41328797722324e-23,2.46779413499368e-22,6.6641263193675e-22,1.84709002212902e-21,5.23278017309692e-21,1.50836972234377e-20,4.40339794930706e-20,1.29593447025657e-19,3.82841152130672e-19,1.13082506800578e-18,3.32834945129212e-18,9.73350444818282e-18,2.8216622295806e-17,8.093849848074e-17,2.29431297629366e-16,6.42133950948146e-16,1.77369358560238e-15,4.83480061594773e-15,1.30091588148891e-14,3.4576201937833e-14,9.08733830403036e-14,2.36558326878756e-13,6.11389666850829e-13,1.57430348424742e-12,4.05970563484287e-12,1.05674024653025e-11,2.81176791578837e-11,7.81240018333244e-11,2.35778356498279e-10,8.405828306533e-10,4.45044218475195e-09,1.06565969992353e-07,0.998616076683847,0.999990575909204,0.999999451585578,0.999999932897469,0.99999998761726,0.999999997011451,0.999999999126066,0.999999999704405,0.99999999988785,0.999999999953283,0.999999999978967,0.999999999989886,0.999999999994854,0.999999999997249,0.999999999998465,0.99999999999911,0.999999999999466,0.999999999999669,0.99999999999979,0.999999999999863,0.999999999999908,0.999999999999937,0.999999999999957,0.999999999999969,0.999999999999978,0.999999999999984,0.999999999999988,0.999999999999991,0.999999999999993,0.999999999999995,0.999999999999996,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.82837235356595e-27,2.19587495208043e-27,3.44915445569757e-27,6.11190819953505e-27,1.13414207471605e-26,2.15330308188928e-26,4.1656515455737e-26,8.2243091075814e-26,1.66229337376574e-25,3.45096849480352e-25,7.38092754737004e-25,1.63044865040973e-24,3.72670054391446e-24,8.82271945668071e-24,2.16360453946786e-23,5.49108997387565e-23,1.43954030016712e-22,3.88736490014577e-22,1.0774490440136e-21,3.05236894280218e-21,8.79847273744465e-21,2.5685098353317e-20,7.55907566386712e-20,2.23303087429877e-19,6.59567901272934e-19,1.9412329152326e-18,5.67672821490947e-18,1.64553781446352e-17,4.71979792356603e-17,1.33774814145966e-16,3.74355128291008e-16,1.03382953518966e-15,2.81725433626521e-15,7.57744551598361e-15,2.01280658190062e-14,5.28568735966482e-14,1.37428456461588e-13,3.54550630219949e-13,9.10507103088043e-13,2.33839489551952e-12,6.04844579847714e-12,1.59320336247372e-11,4.35291553662884e-11,1.27499964333745e-10,4.28160117056701e-10,1.95015046033459e-09,2.30865488454192e-08,0.956777205698168,0.999967498201216,0.999998584588855,0.999999846848884,0.999999973616389,0.999999993906627,0.999999998271788,0.999999999428422,0.999999999786818,0.999999999912384,0.999999999960978,0.999999999981402,0.999999999990606,0.99999999999501,0.99999999999723,0.999999999998401,0.999999999999044,0.999999999999411,0.999999999999626,0.999999999999757,0.999999999999838,0.99999999999989,0.999999999999924,0.999999999999946,0.999999999999961,0.999999999999972,0.999999999999979,0.999999999999984,0.999999999999988,0.999999999999991,0.999999999999993,0.999999999999994,0.999999999999995,0.999999999999996,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.06615215951274e-27,1.28044857925902e-27,2.01125505879009e-27,3.56394724633452e-27,6.61335455987492e-27,1.25562328258188e-26,2.42905266515077e-26,4.79571247626433e-26,9.693062538275e-26,2.01230520724686e-25,4.30390995425225e-25,9.50733005191556e-25,2.17307618755193e-24,5.14460099806576e-24,1.26161138482004e-23,3.20187538858874e-23,8.39397060079791e-23,2.26671123626257e-22,6.2825264424125e-22,1.77979755699959e-21,5.13022014509759e-21,1.4976281124166e-20,4.40741656189252e-20,1.30197005963166e-19,3.84551303939451e-19,1.13176899389992e-18,3.30947711056784e-18,9.59278026938864e-18,2.75123312500123e-17,7.79712567538251e-17,2.18164657827403e-16,6.02375806469557e-16,1.64108214270774e-15,4.41230889017413e-15,1.17142743321252e-14,3.073858576072e-14,7.98320672718978e-14,2.05622293221793e-13,5.26768603578092e-13,1.34790815411229e-12,3.46683897131312e-12,9.05086224651304e-12,2.43698915574079e-11,6.95902632494309e-11,2.22559690215268e-10,9.05328515256408e-10,7.11971550673203e-09,9.38622520160908e-06,0.999868472364045,0.99999616784274,0.999999642352833,0.99999994302625,0.999999987466466,0.999999996561142,0.999999998889633,0.999999999593312,0.999999999835204,0.999999999927431,0.999999999965731,0.999999999982823,0.999999999990934,0.999999999994994,0.999999999997124,0.999999999998288,0.999999999998948,0.999999999999335,0.999999999999568,0.999999999999713,0.999999999999805,0.999999999999865,0.999999999999905,0.999999999999932,0.99999999999995,0.999999999999963,0.999999999999972,0.999999999999979,0.999999999999984,0.999999999999988,0.99999999999999,0.999999999999992,0.999999999999994,0.999999999999995,0.999999999999996,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.2144385096509e-28,7.46353956752808e-28,1.17232982990753e-27,2.07737007872465e-27,3.85482186720119e-27,7.31883106527495e-27,1.41585601960302e-26,2.79534247290011e-26,5.64992309258596e-26,1.17293757088355e-25,2.50867044719431e-25,5.54163906764582e-25,1.26664132067587e-24,2.99867360877066e-24,7.3536274668472e-24,1.86628794471091e-23,4.89259741349682e-23,1.32119094117671e-22,3.66184969270449e-22,1.03736817815323e-21,2.99015440517597e-21,8.72882643195772e-21,2.56879185789534e-20,7.58817004630227e-20,2.24119351226551e-19,6.59582173084084e-19,1.92864618618205e-18,5.59003224753733e-18,1.6031212309149e-17,4.54289033013656e-17,1.27094340633435e-16,3.50859007678748e-16,9.55628107840581e-16,2.56847239738634e-15,6.81572385472472e-15,1.78721079476724e-14,4.63689955766848e-14,1.19254241812902e-13,3.04835583174017e-13,7.77442318427766e-13,1.9895091567668e-12,5.15312470937279e-12,1.36989142259078e-11,3.82763128284533e-11,1.17567165707513e-10,4.38141764557464e-10,2.64033368682252e-09,1.43893726085657e-07,0.999301197993687,0.999988967160464,0.999999141954229,0.999999875092984,0.999999973969089,0.999999993111115,0.999999997832263,0.999999999221199,0.999999999689096,0.999999999864706,0.999999999936724,0.999999999968535,0.999999999983503,0.999999999990943,0.999999999994821,0.99999999999693,0.99999999999812,0.999999999998815,0.999999999999233,0.999999999999492,0.999999999999656,0.999999999999762,0.999999999999832,0.99999999999988,0.999999999999913,0.999999999999935,0.999999999999952,0.999999999999963,0.999999999999972,0.999999999999978,0.999999999999983,0.999999999999987,0.999999999999989,0.999999999999991,0.999999999999993,0.999999999999994,0.999999999999995,0.999999999999996,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.62086616291503e-28,4.34865955920143e-28,6.8306236207545e-28,1.21038728143867e-27,2.24602557365855e-27,4.26434137329719e-27,8.24952863012306e-27,1.62871387496336e-26,3.29194030598643e-26,6.83413962228024e-26,1.46167886234706e-25,3.22883486401638e-25,7.38006699492997e-25,1.74716805119807e-24,4.28455447637665e-24,1.0873789998262e-23,2.85062208084011e-23,7.69773896188186e-23,2.13351157407677e-22,6.04398896619965e-22,1.74212701398937e-21,5.08553359055024e-21,1.49658986366481e-20,4.42081698227587e-20,1.30567270060785e-19,3.84247070018438e-19,1.12351054256792e-18,3.25624247949708e-18,9.33769366661006e-18,2.64585853549892e-17,7.40130090418177e-17,2.04287911638234e-16,5.56287874519166e-16,1.49467423375691e-15,3.96448696434556e-15,1.03889062675824e-14,2.69287553191234e-14,6.91626076702048e-14,1.76437993754586e-13,4.48636516871808e-13,1.14288187658109e-12,2.93949917124006e-12,7.72706064747843e-12,2.11887760176053e-11,6.29174484653564e-11,2.18741522346106e-10,1.0943802359947e-09,1.96604286343764e-08,0.993211836770745,0.9999655121218,0.999997873783728,0.999999721398068,0.999999945354772,0.99999998609885,0.999999995745511,0.999999998502579,0.999999999411575,0.999999999747111,0.99999999988291,0.999999999942255,0.999999999969934,0.999999999983589,0.999999999990663,0.999999999994488,0.999999999996638,0.999999999997888,0.999999999998637,0.999999999999099,0.999999999999391,0.99999999999958,0.999999999999705,0.999999999999789,0.999999999999847,0.999999999999887,0.999999999999915,0.999999999999936,0.999999999999951,0.999999999999962,0.99999999999997,0.999999999999976,0.999999999999981,0.999999999999985,0.999999999999988,0.99999999999999,0.999999999999992,0.999999999999993,0.999999999999994,0.999999999999995,0.999999999999996,0.999999999999997,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.1088740166389e-28,2.53275724366977e-28,3.9783087251436e-28,7.04956661503795e-28,1.30813531154246e-27,2.48364658213876e-27,4.8047054822147e-27,9.48597921397324e-27,1.91729514679953e-26,3.98034221156896e-26,8.51310415724266e-26,1.88053350356257e-25,4.29827919460653e-25,1.01757833899851e-24,2.49538431269801e-24,6.33302211201363e-24,1.66022763447433e-23,4.48320580218286e-23,1.24256034621461e-22,3.51999884615232e-22,1.01459866348674e-21,2.96173136918509e-21,8.7157629313291e-21,2.57452480819707e-20,7.60359196280983e-20,2.23759937838699e-19,6.54233336252107e-19,1.8960562242354e-18,5.4368391933379e-18,1.5404116458846e-17,4.3085272541391e-17,1.18903913990065e-16,3.23713105765756e-16,8.69516571278401e-16,2.30534549662082e-15,6.03753157254091e-15,1.56362642556452e-14,4.01094693472726e-14,1.02134861727137e-13,2.58999305773373e-13,6.57099669668056e-13,1.67949471852257e-12,4.37137577771846e-12,1.17932270508529e-11,3.40305421702471e-11,1.11849236326217e-10,4.88135914848165e-10,4.93814612286955e-09,0.0815319561016865,0.99987880609883,0.999994518680947,0.999999366130036,0.999999883911116,0.999999971724803,0.999999991602304,0.999999997108496,0.999999998882583,0.99999999952602,0.999999999782843,0.999999999893825,0.999999999945114,0.999999999970222,0.999999999983145,0.999999999990095,0.999999999993981,0.999999999996231,0.999999999997575,0.999999999998401,0.999999999998922,0.999999999999258,0.999999999999479,0.999999999999628,0.99999999999973,0.999999999999802,0.999999999999852,0.999999999999888,0.999999999999914,0.999999999999934,0.999999999999948,0.999999999999959,0.999999999999967,0.999999999999974,0.999999999999979,0.999999999999983,0.999999999999986,0.999999999999988,0.99999999999999,0.999999999999992,0.999999999999993,0.999999999999994,0.999999999999995,0.999999999999996,0.999999999999996,0.999999999999997,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.2277674011785e-28,1.47454836299605e-28,2.31613520639141e-28,4.10419310163043e-28,7.61584230334404e-28,1.44595551880325e-27,2.79725279247035e-27,5.52264151161411e-27,1.11622902912416e-26,2.31731090006379e-26,4.95622787785716e-26,1.09482239075175e-25,2.50239759337507e-25,5.92418249868026e-25,1.45276927764295e-24,3.68696101855764e-24,9.66547420108651e-24,2.61000762579453e-23,7.23381954836127e-23,2.04922284171286e-22,5.9065884488063e-22,1.72418136382554e-21,5.07383577348735e-21,1.49871941618685e-20,4.42621404961217e-20,1.30251818889422e-19,3.80819035295642e-19,1.10361398410997e-18,3.16436314076098e-18,8.96482818007772e-18,2.50719162773404e-17,6.91817737534764e-17,1.88308128060747e-16,5.05668751370203e-16,1.34015511858819e-15,3.50783017997155e-15,9.0775518318588e-15,2.32587496203804e-14,5.9127429461359e-14,1.49569856442665e-13,3.78073284445146e-13,9.60913286319465e-13,2.47920621021324e-12,6.59399679514078e-12,1.85684693591581e-11,5.82770957638399e-11,2.29214210878282e-10,1.63292436505022e-09,4.21456394184412e-07,0.999488673628129,0.999985148977244,0.999998524065337,0.999999750059709,0.999999941984469,0.999999983322235,0.999999994390975,0.999999997870493,0.999999999109106,0.999999999596309,0.99999999980439,0.999999999899632,0.999999999945887,0.999999999969533,0.999999999982177,0.999999999989213,0.999999999993269,0.999999999995682,0.99999999999716,0.99999999999809,0.999999999998688,0.999999999999081,0.999999999999345,0.999999999999526,0.999999999999652,0.99999999999974,0.999999999999804,0.99999999999985,0.999999999999884,0.999999999999909,0.999999999999928,0.999999999999943,0.999999999999954,0.999999999999963,0.99999999999997,0.999999999999975,0.999999999999979,0.999999999999983,0.999999999999985,0.999999999999988,0.99999999999999,0.999999999999991,0.999999999999992,0.999999999999993,0.999999999999994,0.999999999999995,0.999999999999996,0.999999999999996,0.999999999999997,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.14510426535742e-29,8.58126842356362e-29,1.34789587675903e-28,2.3884720585703e-28,4.43210692917041e-28,8.41486368360457e-28,1.62788484161468e-27,3.21394588797719e-27,6.4959800427792e-27,1.348575403856e-26,2.88430800108104e-26,6.37137740066626e-26,1.45628068628286e-25,3.44759397813416e-25,8.45440397573895e-25,2.14562228695762e-24,5.62478505452362e-24,1.51887551810689e-23,4.2096427682423e-23,1.19251364127744e-22,3.43721562860027e-22,1.0033398175989e-21,2.95253772208037e-21,8.72111354312434e-21,2.57557840805802e-20,7.57904607218315e-20,2.21582078859017e-19,6.4211699564525e-19,1.84101992873889e-18,5.21532513377175e-18,1.45842177379106e-17,4.02372232264653e-17,1.09502534264546e-16,2.93973915687562e-16,7.78826090112362e-16,2.03751984232683e-15,5.26884331244284e-15,1.34858105359917e-14,3.4230815644216e-14,8.63971266025998e-14,2.17662450480614e-13,5.50429660673542e-13,1.40909833263317e-12,3.70131336059338e-12,1.02060523474358e-11,3.08243992352398e-11,1.11760890427882e-10,6.29268953849043e-10,2.1463826425037e-08,0.996976768990923,0.999957071968621,0.999996467885761,0.99999945367174,0.999999879814646,0.999999966657391,0.999999989066217,0.999999995926458,0.999999998320462,0.999999999247707,0.999999999638879,0.999999999816139,0.999999999901513,0.999999999944853,0.999999999967892,0.999999999980645,0.999999999987965,0.999999999992304,0.999999999994953,0.999999999996613,0.999999999997679,0.999999999998378,0.999999999998846,0.999999999999166,0.999999999999388,0.999999999999544,0.999999999999656,0.999999999999737,0.999999999999797,0.999999999999842,0.999999999999875,0.9999999999999,0.99999999999992,0.999999999999935,0.999999999999947,0.999999999999956,0.999999999999964,0.99999999999997,0.999999999999975,0.999999999999979,0.999999999999982,0.999999999999985,0.999999999999987,0.999999999999988,0.99999999999999,0.999999999999991,0.999999999999992,0.999999999999993,0.999999999999994,0.999999999999995,0.999999999999995,0.999999999999996,0.999999999999996,0.999999999999997,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
