"kval.0","kval.0.003","kval.0.005","kval.0.008","kval.0.01","kval.0.013","kval.0.015","kval.0.018","kval.0.02","kval.0.023","kval.0.025","kval.0.028","kval.0.03","kval.0.033","kval.0.035","kval.0.038","kval.0.04","kval.0.043","kval.0.045","kval.0.048","kval.0.05","kval.0.053","kval.0.055","kval.0.058","kval.0.06","kval.0.063","kval.0.065","kval.0.068","kval.0.07","kval.0.073","kval.0.075","kval.0.078","kval.0.08","kval.0.083","kval.0.085","kval.0.088","kval.0.09","kval.0.093","kval.0.095","kval.0.098","kval.0.101","kval.0.103","kval.0.106","kval.0.108","kval.0.111","kval.0.113","kval.0.116","kval.0.118","kval.0.121","kval.0.123","kval.0.126","kval.0.128","kval.0.131","kval.0.133","kval.0.136","kval.0.138","kval.0.141","kval.0.143","kval.0.146","kval.0.148","kval.0.151","kval.0.153","kval.0.156","kval.0.158","kval.0.161","kval.0.163","kval.0.166","kval.0.168","kval.0.171","kval.0.173","kval.0.176","kval.0.178","kval.0.181","kval.0.183","kval.0.186","kval.0.188","kval.0.191","kval.0.193","kval.0.196","kval.0.198","kval.0.201","kval.0.204","kval.0.206","kval.0.209","kval.0.211","kval.0.214","kval.0.216","kval.0.219","kval.0.221","kval.0.224","kval.0.226","kval.0.229","kval.0.231","kval.0.234","kval.0.236","kval.0.239","kval.0.241","kval.0.244","kval.0.246","kval.0.249","kval.0.251","kval.0.254","kval.0.256","kval.0.259","kval.0.261","kval.0.264","kval.0.266","kval.0.269","kval.0.271","kval.0.274","kval.0.276","kval.0.279","kval.0.281","kval.0.284","kval.0.286","kval.0.289","kval.0.291","kval.0.294","kval.0.296","kval.0.299","kval.0.302","kval.0.304","kval.0.307","kval.0.309","kval.0.312","kval.0.314","kval.0.317","kval.0.319","kval.0.322","kval.0.324","kval.0.327","kval.0.329","kval.0.332","kval.0.334","kval.0.337","kval.0.339","kval.0.342","kval.0.344","kval.0.347","kval.0.349","kval.0.352","kval.0.354","kval.0.357","kval.0.359","kval.0.362","kval.0.364","kval.0.367","kval.0.369","kval.0.372","kval.0.374","kval.0.377","kval.0.379","kval.0.382","kval.0.384","kval.0.387","kval.0.389","kval.0.392","kval.0.394","kval.0.397","kval.0.399","kval.0.402","kval.0.405","kval.0.407","kval.0.41","kval.0.412","kval.0.415","kval.0.417","kval.0.42","kval.0.422","kval.0.425","kval.0.427","kval.0.43","kval.0.432","kval.0.435","kval.0.437","kval.0.44","kval.0.442","kval.0.445","kval.0.447","kval.0.45","kval.0.452","kval.0.455","kval.0.457","kval.0.46","kval.0.462","kval.0.465","kval.0.467","kval.0.47","kval.0.472","kval.0.475","kval.0.477","kval.0.48","kval.0.482","kval.0.485","kval.0.487","kval.0.49","kval.0.492","kval.0.495","kval.0.497","kval.0.5"
2.4132974788059e-41,2.9865938726468e-40,3.71960658041692e-39,4.66216142217109e-38,5.88113444014217e-37,7.4667662785192e-36,9.54148369336861e-35,1.2272287956771e-33,1.58882442045861e-32,2.07053038029314e-31,2.71617244242393e-30,3.58688880812367e-29,4.76846128669989e-28,6.38195039706485e-27,8.59921020634735e-26,1.16656505890075e-24,1.59338241975833e-23,2.19132734014729e-22,3.03449423021421e-21,4.23129168744832e-20,5.94132207258649e-19,8.40103370447551e-18,1.1962942222057e-16,1.71559671169866e-15,2.47788263634947e-14,3.60455058121048e-13,5.28132691196314e-12,7.79423180446999e-11,1.15866760661818e-09,1.73506906327215e-08,2.61736412643443e-07,3.97756195818653e-06,6.08935217391892e-05,0.00093844909918683,0.0143881579473716,0.186059048716974,0.782925801612518,0.982860007141056,0.998912710050753,0.999932588131046,0.99999585674263,0.999999747341991,0.999999984713255,0.999999999082365,0.999999999945351,0.999999999996771,0.999999999999811,0.999999999999989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.89494883380181e-42,7.29533686634863e-41,9.08586308401549e-40,1.13882367507473e-38,1.43658156169382e-37,1.82390300211175e-36,2.33069311450137e-35,2.99774521020274e-34,3.88101290734064e-33,5.05767347699698e-32,6.63477988623041e-31,8.76167409203429e-30,1.16478948608396e-28,1.55891560741917e-27,2.10052447419806e-26,2.84956222509437e-25,3.89214670783241e-24,5.3527435642419e-23,7.41234281338177e-22,1.033575355606e-20,1.45128356245432e-19,2.05211600616398e-18,2.92218149316789e-17,4.19067890457764e-16,6.05271065242807e-15,8.80481641061759e-14,1.29006689785016e-12,1.90389283096513e-11,2.83027116315485e-10,4.23824396911009e-09,6.39342260628781e-08,9.71599851048517e-07,1.48751124999032e-05,0.000229397150951785,0.00355322386980858,0.0528846867165327,0.468371141434264,0.933365157334366,0.99556373254676,0.999724084168936,0.999983038386459,0.999998965659454,0.99999993741852,0.999999996243348,0.999999999776278,0.999999999986782,0.999999999999225,0.999999999999955,0.999999999999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.43601798168217e-42,1.77715451276427e-41,2.21332926469757e-40,2.77419078855342e-39,3.49953326637256e-38,4.44305384443401e-37,5.67760181906153e-36,7.30255028113009e-35,9.45420304604638e-34,1.23205650518947e-32,1.61624188601908e-31,2.13435636178126e-30,2.8374438761875e-29,3.79754075445495e-28,5.11690771362731e-27,6.94157440636977e-26,9.48132514355985e-25,1.30393600119298e-23,1.80565732909749e-22,2.51780437442158e-21,3.53534755086262e-20,4.99898399194202e-19,7.11847598382227e-18,1.02085538519398e-16,1.47444898672688e-15,2.14486589239884e-14,3.14262144611829e-13,4.63791021361214e-12,6.89458110457548e-11,1.03244230637097e-09,1.55744698214721e-08,2.3668328968137e-07,3.62363948816858e-06,5.58911726266839e-05,0.000867903048050803,0.013419594757187,0.176694300352612,0.77335390666797,0.982036277121607,0.998868316811338,0.999930375121021,0.999995753977254,0.999999743098932,0.999999984578696,0.999999999081604,0.999999999945741,0.99999999999682,0.999999999999815,0.999999999999989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.48855115877181e-43,4.31728189612085e-42,5.37689114593083e-41,6.73940480795749e-40,8.5014957941292e-39,1.07936118037529e-37,1.37927272900375e-36,1.77402515638307e-35,2.29673105854251e-34,2.99306290288668e-33,3.92637319048239e-32,5.18504047588718e-31,6.8930669730391e-30,9.22545216593903e-29,1.24306203413922e-27,1.68633246574499e-26,2.30331989140638e-25,3.16768139811001e-24,4.38652443640645e-23,6.1165594581623e-22,8.5885002503768e-21,1.21441455610067e-19,1.72930756848622e-18,2.47998721630573e-17,3.5819124738053e-16,5.21057151775581e-15,7.63444178783714e-14,1.12669808152961e-12,1.67491627609663e-11,2.50813558953603e-10,3.78354143726927e-09,5.7498020426089e-08,8.80301401237808e-07,1.35783442897222e-05,0.000210980289334253,0.00329351327666365,0.0495534976152145,0.453230737949717,0.92997473703145,0.995357940594899,0.999713460160365,0.999982522015428,0.999998942500079,0.999999936520155,0.999999996219538,0.999999999776649,0.99999999998691,0.999999999999239,0.999999999999956,0.999999999999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8.45143350071019e-44,1.0459133086565e-42,1.30261635539236e-41,1.63270162817023e-40,2.0595892991274e-39,2.61488188764335e-38,3.3414535771412e-37,4.29778866795715e-36,5.56410639456445e-35,7.25105378592035e-34,9.51210987257367e-33,1.25613823005762e-31,1.66992813025253e-30,2.23497641129234e-29,3.01146683555699e-28,4.08534260949455e-27,5.58006863225644e-26,7.67408802942375e-25,1.06268814434072e-23,1.48180987352919e-22,2.08066717193983e-21,2.94206488483678e-20,4.18945494910883e-19,6.00806641132878e-18,8.67761248150564e-17,1.26232343109771e-15,1.84953506909921e-14,2.72956120694692e-13,4.05768552118662e-12,6.07625922195714e-11,9.16608284947554e-10,1.39295855244479e-08,2.13263712560825e-07,3.28955057022742e-06,5.11206775441269e-05,0.000799889304294574,0.0124732829220136,0.167233664775724,0.762885682142694,0.981112907156679,0.998818290632452,0.999927858971726,0.999995634905755,0.999999737970318,0.999999984395151,0.999999999078059,0.999999999945967,0.999999999996859,0.999999999999819,0.99999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.04178670577436e-44,2.52682800950613e-43,3.14699838428702e-42,3.94445330323424e-41,4.97577369562218e-40,6.31730827073499e-39,8.07263701618835e-38,1.03830524913024e-36,1.34423568084409e-35,1.75178627645864e-34,2.29803612370067e-33,3.03471161256967e-32,4.03438902484614e-31,5.39949243393143e-30,7.27542013932161e-29,9.86980283036997e-28,1.34809200707691e-26,1.85398736393096e-25,2.56735443202217e-24,3.57991304079105e-23,5.02669585041498e-22,7.10775156531786e-21,1.01213284335871e-19,1.4514922379771e-18,2.0964294165139e-17,3.04965447552322e-16,4.46830246683347e-15,6.59436270127953e-14,9.80298591085312e-13,1.46796697859128e-11,2.21443925666844e-10,3.36525665602612e-09,5.15225119528688e-08,7.94726406874196e-07,1.23507528878342e-05,0.000193363021930711,0.00304220646569207,0.046270658857125,0.437344827159744,0.926197710306236,0.99512670636575,0.999701458993494,0.999981932099902,0.999998915398655,0.999999935407878,0.999999996183872,0.999999999776344,0.999999999986997,0.99999999999925,0.999999999999957,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4.91903240350874e-45,6.08758437975048e-44,7.58168665821838e-43,9.50289937624894e-42,1.1987536196642e-40,1.52195349292934e-39,1.94484384446691e-38,2.50146459998028e-37,3.23850618349331e-36,4.22036906869465e-35,5.53638346500566e-34,7.3111675746136e-33,9.71957074921394e-32,1.30083510534642e-30,1.75277992129401e-29,2.37781350037841e-28,3.24779676886354e-27,4.4665899200346e-26,6.18521984039442e-25,8.62465614042483e-24,1.21102168511754e-22,1.71238553797072e-21,2.43841055437218e-20,3.4969065729826e-19,5.05067654830763e-18,7.3471676263633e-17,1.07649464857771e-15,1.58870090183015e-14,2.36171609944802e-13,3.53659719432507e-12,5.33498353681064e-11,8.10751021768691e-10,1.24127028059102e-08,1.91464039539919e-07,2.97554700876202e-06,4.65914778413073e-05,0.00073461884633987,0.0115532226043042,0.157726334958763,0.75145724966808,0.980077883485573,0.998761983712541,0.999925008222778,0.99999549806373,0.999999731891766,0.999999984160057,0.99999999907165,0.999999999946029,0.999999999996888,0.999999999999822,0.99999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.1817697863868e-45,1.46250780680726e-44,1.82145745088885e-43,2.28301796871972e-42,2.8799379488341e-41,3.65640741245533e-40,4.67237762652658e-39,6.00962759233751e-38,7.78032841977083e-37,1.0139198613994e-35,1.33008489639716e-34,1.75646676706708e-33,2.33507204381837e-32,3.12518295970809e-31,4.21095488554455e-30,5.71256280077649e-29,7.80264852703534e-28,1.07307303198725e-26,1.48596417545947e-25,2.07202498553565e-24,2.90941128403689e-23,4.11390965828161e-22,5.85814380468051e-21,8.40112077899813e-20,1.21339654956223e-18,1.7651155764215e-17,2.58621766750059e-16,3.81676429707834e-15,5.67388970310629e-14,8.49647525782451e-13,1.28169969980929e-11,1.94778359604871e-10,2.98208185644343e-09,4.59981621305232e-08,7.14859999692194e-07,1.11937359634708e-05,0.000176586592222476,0.00280017545123825,0.0430519237622225,0.420749043526455,0.921990394068712,0.994866942180149,0.999687926089049,0.999981261278322,0.999998884019554,0.99999993406737,0.99999999613581,0.999999999775347,0.999999999987045,0.999999999999259,0.999999999999958,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.83116055087648e-46,3.50372336107969e-45,4.36365740557912e-44,5.46941585784107e-43,6.89945436381519e-42,8.75963875817684e-41,1.11935940209337e-39,1.43972377368901e-38,1.86392977284229e-37,2.4290432421028e-36,3.18647839145523e-35,4.20795951726791e-34,5.59412157094137e-33,7.48698673101885e-32,1.0088165640048e-30,1.36855609546522e-29,1.86927699087965e-28,2.57075622627004e-27,3.55991767773921e-26,4.96394091899628e-25,6.97006350012074e-24,9.85567482648829e-23,1.40343287095549e-21,2.01265271854423e-20,2.90692864487044e-19,4.22867943085701e-18,6.19579000965499e-17,9.14380502392124e-16,1.35929119888683e-14,2.03549674806065e-13,3.07056219409722e-12,4.6662963828636e-11,7.14416007910114e-10,1.10197593551699e-08,1.71258781027252e-07,2.68170110641953e-06,4.23104518337182e-05,0.000672268257586852,0.0106630157139572,0.148222506812821,0.739002663385278,0.978917332551947,0.998698644770963,0.999921786357119,0.999995341743155,0.999999724787157,0.999999983870277,0.999999999062266,0.999999999945924,0.999999999996907,0.999999999999824,0.99999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.76346147512086e-47,8.37017101160408e-46,1.04244984425639e-44,1.30660846607484e-43,1.64823551863113e-42,2.09262167271165e-41,2.67407801741552e-40,3.4394080106643e-39,4.4528090104416e-38,5.80282894386854e-37,7.61229307014761e-36,1.00525461458196e-34,1.33639986331721e-33,1.78859324330122e-32,2.40999824753772e-31,3.26939297926967e-30,4.4655831723251e-29,6.14137219908696e-28,8.50441563991756e-27,1.18585373620062e-25,1.66510358967875e-24,2.35445767918864e-23,3.35271136519868e-22,4.80809861540945e-21,6.94446660554803e-20,1.0102044694139e-18,1.48013460505681e-17,2.18439653647203e-16,3.24725973392639e-15,4.86267154082165e-14,7.3353766886722e-13,1.11474836029148e-11,1.7066941498041e-10,2.6325500496902e-09,4.09126327496912e-08,6.40642549763168e-07,1.01080218317392e-05,0.000160682803107818,0.00256816871321434,0.0399120058758709,0.403489669334307,0.917303335923051,0.994575066162311,0.999672682078159,0.999980500994441,0.999998847969988,0.999999932481567,0.999999996074677,0.999999999773638,0.999999999987052,0.999999999999265,0.999999999999959,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.61116826516279e-47,1.99391302182897e-46,2.48328775622954e-45,3.11255723607886e-44,3.92636931680775e-43,4.98497055459988e-42,6.37009563235891e-41,8.19323811943497e-40,1.06073267288423e-38,1.38232972523321e-37,1.8133739749766e-36,2.39468257397587e-35,3.18352526626341e-34,4.26072460601977e-33,5.74101399085935e-32,7.7882342258055e-31,1.06377568929179e-29,1.46297632183158e-28,2.02589231020118e-27,2.82489951915793e-26,3.96655184888311e-25,5.60870718097773e-24,7.98671238644439e-23,1.14536852666593e-21,1.65428667768701e-20,2.4064739459704e-19,3.52592516806523e-18,5.20359344256092e-17,7.73550917867792e-16,1.15836869911977e-14,1.74740791786634e-13,2.65551476616794e-12,4.06562743496919e-11,6.27116916481557e-10,9.74606535831499e-09,1.52611714138635e-07,2.40791634015187e-06,3.82819843292519e-05,0.000612979443136995,0.00980583893567199,0.138772721691914,0.725454963790181,0.977615213756048,0.998627401370825,0.99991815097602,0.999995163955207,0.99999971656702,0.999999983522038,0.999999999049764,0.999999999945648,0.999999999996916,0.999999999999827,0.99999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.82714170354033e-48,4.73630709099322e-47,5.89875951460427e-46,7.39351553802489e-45,9.32663091793054e-44,1.18412142995522e-42,1.51314168589818e-41,1.94620785252108e-40,2.51964635629963e-39,3.28356252656757e-38,4.30745770867463e-37,5.68828827116842e-36,7.56209179030722e-35,1.01208527871243e-33,1.36371070235832e-32,1.85000391622711e-31,2.52687468573597e-30,3.47512908095167e-29,4.81227014887177e-28,6.71021828808672e-27,9.42207982142808e-26,1.33228276769073e-24,1.89715008104725e-23,2.72068892437053e-22,3.9295644475392e-21,5.71629729572408e-20,8.37542269546961e-19,1.23605273905278e-17,1.83747969817702e-16,2.75156931298491e-15,4.15076305818873e-14,6.30786462577337e-13,9.65742228440588e-12,1.48964286170773e-10,2.31506381188816e-09,3.62511313200473e-08,5.71973403545011e-07,9.0937029014578e-06,0.000145674178946993,0.00234680840146418,0.0368644195011049,0.385624376999844,0.91208062598877,0.994246916314525,0.999655518600176,0.999979641305301,0.999998806791486,0.9999999306303,0.999999995999652,0.999999999771187,0.99999999998702,0.99999999999927,0.999999999999959,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9.06492717475825e-49,1.1218366651391e-47,1.39717391106355e-46,1.75122023455886e-45,2.20909588946448e-44,2.80469743743352e-43,3.58401131974533e-42,4.60976724058222e-41,5.96800758771813e-40,7.77741131183245e-39,1.02025985610533e-37,1.34732191597384e-36,1.79114902655832e-35,2.39721443752295e-34,3.23007067987097e-33,4.38189961926493e-32,5.98512853201846e-31,8.23115381710863e-30,1.13982919431576e-28,1.58937517395731e-27,2.23170381533024e-26,3.15563080774613e-25,4.49356952431925e-24,6.44419487832805e-23,9.30752459792911e-22,1.35395610376989e-20,1.98379372057263e-19,2.92770138438012e-18,4.35223488946412e-17,6.51733783868892e-16,9.83145327682859e-15,1.49407411301238e-13,2.28744678107133e-12,3.52835225484926e-11,5.48343555644868e-10,8.58640468435894e-09,1.35477071764228e-07,2.15393975483794e-06,3.45080675033301e-05,0.000556859850275526,0.0089844238028619,0.129427153070127,0.710747595014626,0.976152956926979,0.998547238748379,0.99991405281307,0.999994962385885,0.999999707126589,0.999999983110844,0.99999999903397,0.999999999945197,0.999999999996916,0.999999999999828,0.99999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.14094029404966e-49,2.64953625488192e-48,3.29982344736345e-47,4.13600450576392e-46,5.21740805192976e-45,6.62409045396379e-44,8.46466176820397e-43,1.08872760269206e-41,1.40951467931462e-40,1.83685681527209e-39,2.40963373916508e-38,3.18208378661522e-37,4.23030770096487e-36,5.66170349063787e-35,7.62873031172314e-34,1.03491018499171e-32,1.41355827710839e-31,1.94402100908643e-30,2.69203072832172e-29,3.75376137798728e-28,5.2708030969397e-27,7.45291938832186e-26,1.06128420816411e-24,1.52197984735482e-23,2.19823657326804e-22,3.19775230738436e-21,4.68529292025993e-20,6.91459924820807e-19,1.02790401559636e-17,1.53925463710699e-16,2.32197722757663e-15,3.52868082575677e-14,5.40245595986158e-13,8.33320706121699e-12,1.29506921690805e-10,2.02792361548294e-09,3.19967658076553e-08,5.08714952705598e-07,8.15027612870778e-06,0.00013157425075367,0.0021365894719704,0.0339213404906411,0.367222715211181,0.906259161214245,0.993877647659925,0.99963619326882,0.99997867065175,0.999998759949712,0.99999992848985,0.999999995909746,0.999999999767958,0.999999999986944,0.999999999999272,0.99999999999996,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.04184554523233e-50,6.23957267782542e-49,7.77097810451922e-48,9.74015760757271e-47,1.2286828183575e-45,1.55995200049975e-44,1.99340062618885e-43,2.56391849359863e-42,3.31936174333926e-41,4.32573873127089e-40,5.67460996797387e-39,7.49370498966805e-38,9.96223859971723e-37,1.33331296543086e-35,1.79654145633299e-34,2.43718020554705e-33,3.32888428611172e-32,4.57810696157279e-31,6.33964579626079e-30,8.83998733363593e-29,1.24125717975232e-27,1.75513854923572e-26,2.4992901819959e-25,3.58421359747694e-24,5.17677644028735e-23,7.53060385221945e-22,1.1033714159977e-20,1.62836588734107e-19,2.42068090192183e-18,3.62489517182956e-17,5.46818170199592e-16,8.30992987115792e-15,1.27226100560847e-13,1.96244346543129e-12,3.04984635995197e-11,4.77569490894380e-10,7.53513563847393e-09,1.19800782055067e-07,1.91937577853489e-06,3.0988430036056e-05,0.000503983170904683,0.00820104406462623,0.12023485642101,0.694816247049266,0.974509034526913,0.998456974398015,0.999909434553317,0.999994734342976,0.999999696343482,0.999999982631379,0.999999999014669,0.999999999944561,0.999999999996907,0.999999999999829,0.999999999999991,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
